AgeConducteur,SexeConducteur,BonusMalus,FrequencePaiement,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
33.0,M,54.0,Half-yearly,9.0,Cheap,P14,Regular,Private+trip to office,Opened collective parking,Paris area,457.7
47.0,M,50.0,Annual,8.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,376.3
48.0,M,50.0,Half-yearly,15.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Paris area,268.1
64.0,M,50.0,Annual,1.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,309.6
57.0,F,50.0,Half-yearly,0.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Headquarters,412.9
29.0,M,80.0,Half-yearly,4.0,Cheap,P12,Regular,Private+trip to office,Street,Center,563.5
36.0,F,50.0,Half-yearly,6.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,399.4
49.0,M,50.0,Half-yearly,7.0,Medium,P14,Diesel,Private+trip to office,Closed zbox,Center,564.1
43.0,M,72.0,Half-yearly,9.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,410.2
27.0,F,76.0,Half-yearly,3.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Paris area,426.6
35.0,M,90.0,Annual,7.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,South West,305.1
42.0,M,50.0,Half-yearly,10.0,Medium low,P12,Diesel,Private+trip to office,Street,Center,285.8
39.0,F,50.0,Half-yearly,5.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,South West,410.3
26.0,F,80.0,Annual,5.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Center,636.5
24.0,F,90.0,Quarterly,9.0,Cheap,P9,Regular,Private+trip to office,Street,Center,514.6
30.0,M,60.0,Annual,3.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,564.8
20.0,M,95.0,Quarterly,11.0,Cheap,P11,Regular,Private+trip to office,Street,Center,596.6
39.0,M,53.0,Half-yearly,9.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,273.8
37.0,M,50.0,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Headquarters,310.0
55.0,M,60.0,Half-yearly,0.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,471.0
53.0,F,50.0,Annual,2.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Headquarters,239.4
22.0,M,85.0,Half-yearly,9.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,480.6
31.0,M,51.0,Half-yearly,5.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,577.7
23.0,M,85.0,Half-yearly,7.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,533.5
41.0,F,85.0,Half-yearly,9.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Center,295.3
32.0,M,60.0,Quarterly,5.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,South West,371.1
44.0,M,50.0,Half-yearly,7.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,286.4
27.0,M,95.0,Quarterly,5.0,Medium low,P13,Regular,Private+trip to office,Closed collective parking,Center,1377.0
38.0,M,50.0,Annual,3.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Center,358.8
33.0,F,76.0,Half-yearly,5.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,523.0
49.0,F,76.0,Half-yearly,2.0,Cheap,P8,Regular,Private+trip to office,Street,Paris area,526.4
43.0,M,106.0,Quarterly,7.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,1090.6
28.0,F,106.0,Quarterly,15.0,Cheap,P8,Regular,Private+trip to office,Street,South West,513.8
48.0,M,50.0,Annual,11.0,Cheap,P14,Diesel,Private+trip to office,Closed zbox,Headquarters,184.7
49.0,F,50.0,Half-yearly,6.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Paris area,251.1
46.0,M,50.0,Half-yearly,12.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Headquarters,278.9
31.0,F,60.0,Annual,5.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,South West,400.0
33.0,M,95.0,Quarterly,1.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,South West,1221.6
56.0,F,50.0,Annual,0.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,293.6
30.0,F,95.0,Half-yearly,0.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Paris area,801.2
68.0,M,50.0,Annual,7.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,159.7
51.0,M,53.0,Half-yearly,8.0,Cheap,P10,Diesel,Private+trip to office,Street,Center,465.1
74.0,M,50.0,Annual,9.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,139.2
31.0,F,60.0,Annual,2.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,South West,378.6
29.0,M,90.0,Quarterly,14.0,Cheap,P10,Regular,Private+trip to office,Street,Center,294.3
33.0,M,62.0,Half-yearly,8.0,Medium,P14,Diesel,Private+trip to office,Closed zbox,Center,308.6
26.0,F,85.0,Half-yearly,10.0,Cheap,P9,Regular,Private+trip to office,Street,Center,319.7
54.0,M,50.0,Annual,2.0,Cheap,P9,Diesel,Private+trip to office,Closed zbox,Center,234.2
26.0,F,95.0,Half-yearly,8.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Headquarters,349.1
44.0,M,50.0,Annual,5.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,402.2
40.0,M,50.0,Annual,41.0,Cheap,P5,Regular,Private+trip to office,Closed zbox,Center,102.2
45.0,F,55.00000000000001,Half-yearly,12.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,285.0
38.0,M,50.0,Half-yearly,9.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Paris area,274.6
43.0,F,50.0,Annual,13.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,South West,291.1
38.0,M,56.99999999999999,Half-yearly,16.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,222.2
52.0,M,59.0,Half-yearly,2.0,Medium low,P14,Diesel,Professional,Street,Center,1262.9
34.0,M,66.0,Half-yearly,16.0,Cheap,P5,Regular,Private+trip to office,Opened collective parking,Center,157.4
49.0,F,56.99999999999999,Quarterly,1.0,Medium high,P14,Diesel,Private+trip to office,Closed zbox,Center,928.0
23.0,M,95.0,Half-yearly,12.0,Cheap,P9,Regular,Private+trip to office,Street,South West,499.1
64.0,M,50.0,Annual,4.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,South West,386.2
39.0,M,50.0,Half-yearly,5.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,444.6
47.0,M,52.0,Annual,8.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,379.5
58.0,M,50.0,Half-yearly,11.0,Medium high,P13,Diesel,Private+trip to office,Closed zbox,Center,500.1
50.0,M,80.0,Half-yearly,12.0,Cheap,P10,Regular,Professional,Opened collective parking,South West,409.6
30.0,M,80.0,Annual,8.0,Medium,P14,Diesel,Private+trip to office,Closed zbox,South West,652.4
38.0,M,68.0,Half-yearly,13.0,Cheap,P8,Regular,Private+trip to office,Street,Center,232.5
27.0,M,90.0,Half-yearly,10.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Center,342.0
33.0,M,60.0,Annual,6.0,Cheap,P10,Diesel,Private+trip to office,Street,Headquarters,327.7
27.0,F,72.0,Half-yearly,6.0,Cheap,P9,Regular,Private+trip to office,Street,Center,376.5
36.0,F,50.0,Annual,12.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Headquarters,172.6
67.0,M,50.0,Annual,4.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Center,229.4
57.0,M,52.0,Annual,1.0,Cheap,P10,Diesel,Private+trip to office,Opened collective parking,South West,381.9
52.0,M,80.0,Half-yearly,19.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Center,315.2
51.0,F,50.0,Annual,12.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,South West,186.6
36.0,F,72.0,Half-yearly,4.0,Cheap,P9,Regular,Private+trip to office,Street,Headquarters,441.9
32.0,F,50.0,Annual,1.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,South West,287.6
32.0,M,55.00000000000001,Half-yearly,1.0,Medium,P13,Diesel,Private+trip to office,Closed zbox,Center,555.1
62.0,M,50.0,Annual,6.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,386.2
33.0,M,55.00000000000001,Half-yearly,16.0,Cheap,P10,Regular,Private+trip to office,Street,Headquarters,181.9
29.0,M,68.0,Half-yearly,11.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Headquarters,290.7
39.0,M,50.0,Annual,6.0,Cheap,P10,Diesel,Private+trip to office,Opened collective parking,Paris area,307.1
31.0,F,72.0,Half-yearly,5.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,517.1
26.0,M,64.0,Half-yearly,2.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,691.2
40.0,M,68.0,Annual,8.0,Medium low,P14,Regular,Private+trip to office,Closed collective parking,South West,893.6
23.0,F,95.0,Half-yearly,11.0,Cheap,P10,Regular,Private+trip to office,Street,Headquarters,491.4
41.0,M,50.0,Half-yearly,6.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Headquarters,373.9
27.0,M,85.0,Half-yearly,10.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,Center,502.1
34.0,M,72.0,Half-yearly,9.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,392.9
50.0,M,50.0,Half-yearly,6.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,South West,299.4
49.0,F,50.0,Annual,11.0,Cheap,P10,Regular,Private+trip to office,Street,Headquarters,326.4
50.0,M,50.0,Half-yearly,8.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,South West,289.5
32.0,F,60.0,Annual,9.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,178.4
32.0,M,85.0,Half-yearly,7.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Center,494.7
55.0,F,50.0,Half-yearly,4.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Paris area,409.5
50.0,M,60.0,Annual,5.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,471.1
41.0,F,57.99999999999999,Annual,6.0,Cheap,P9,Regular,Private+trip to office,Street,Center,255.6
49.0,M,50.0,Annual,8.0,Medium low,P13,Diesel,Private+trip to office,Opened collective parking,Paris area,357.1
50.0,F,60.0,Annual,2.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,278.3
42.0,M,50.0,Half-yearly,8.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,South West,169.4
24.0,M,76.0,Half-yearly,6.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,Headquarters,506.9
29.0,M,80.0,Half-yearly,1.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,549.3
29.0,M,85.0,Annual,8.0,Cheap,P9,Diesel,Professional,Closed zbox,Headquarters,323.6
74.0,M,50.0,Half-yearly,12.0,Medium high,P15,Regular,Private+trip to office,Closed zbox,Headquarters,522.5
28.0,M,95.0,Quarterly,1.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,501.5
35.0,M,54.0,Annual,2.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,271.5
50.0,F,50.0,Half-yearly,5.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,South West,358.2
25.0,F,76.0,Half-yearly,1.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Paris area,546.6
56.0,M,50.0,Half-yearly,6.0,Cheap,P12,Regular,Private+trip to office,Street,Paris area,443.7
43.0,F,65.0,Annual,16.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,241.9
31.0,F,54.0,Half-yearly,6.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,361.0
48.0,M,60.0,Annual,10.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Paris area,239.4
44.0,F,50.0,Annual,9.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Paris area,146.6
42.0,M,50.0,Half-yearly,6.0,Cheap,P11,Diesel,Private+trip to office,Street,Headquarters,339.0
36.0,M,85.0,Half-yearly,12.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Paris area,400.4
31.0,M,64.0,Half-yearly,9.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Paris area,251.6
41.0,M,80.0,Half-yearly,12.0,Cheap,P11,Regular,Private+trip to office,Street,Paris area,454.2
40.0,F,85.0,Annual,8.0,Medium low,P12,Diesel,Private+trip to office,Closed zbox,South West,512.6
62.0,M,50.0,Annual,8.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,163.8
30.0,M,56.99999999999999,Annual,3.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,419.8
35.0,M,80.0,Half-yearly,8.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Center,285.1
34.0,F,63.0,Half-yearly,3.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,397.4
63.0,F,68.0,Half-yearly,8.0,Cheap,P8,Regular,Private+trip to office,Street,Paris area,296.4
44.0,F,50.0,Half-yearly,5.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,248.4
34.0,F,62.0,Half-yearly,18.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,337.2
39.0,M,56.99999999999999,Quarterly,12.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Paris area,488.0
36.0,M,50.0,Half-yearly,8.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Headquarters,380.1
37.0,M,50.0,Annual,6.0,Expensive,P15,Regular,Private+trip to office,Street,South West,639.7
36.0,F,60.0,Half-yearly,5.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,479.1
56.0,F,50.0,Annual,5.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,220.6
27.0,M,75.0,Half-yearly,11.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,276.7
35.0,M,50.0,Annual,7.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,208.2
61.0,M,50.0,Annual,6.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Paris area,265.6
33.0,F,72.0,Quarterly,2.0,Cheap,P11,Diesel,Private+trip to office,Street,Paris area,712.3
55.0,F,50.0,Annual,5.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Headquarters,281.6
49.0,M,50.0,Half-yearly,7.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,645.6
76.0,M,50.0,Annual,1.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,248.7
31.0,M,64.0,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,306.6
38.0,M,60.0,Annual,8.0,Medium,P11,Diesel,Private+trip to office,Closed collective parking,Center,348.5
32.0,M,76.0,Half-yearly,13.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,331.3
38.0,F,51.0,Half-yearly,8.0,Cheap,P12,Diesel,Professional,Closed zbox,Center,364.7
24.0,M,85.0,Half-yearly,1.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,928.5
31.0,F,51.0,Half-yearly,8.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,153.7
57.0,M,51.0,Half-yearly,0.0,Medium low,P12,Regular,Private+trip to office,Closed zbox,Center,445.0
32.0,M,76.0,Annual,12.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Paris area,409.5
35.0,M,50.0,Half-yearly,15.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,Center,213.8
43.0,M,50.0,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,364.2
29.0,F,73.0,Half-yearly,6.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,South West,365.8
35.0,F,72.0,Monthly,9.0,Cheap,P11,Regular,Private+trip to office,Street,Center,321.2
35.0,F,50.0,Annual,4.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,314.6
54.0,M,50.0,Half-yearly,11.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,177.4
24.0,M,95.0,Quarterly,6.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,376.8
27.0,M,76.0,Half-yearly,8.0,Medium high,P15,Diesel,Private+trip to office,Closed zbox,Center,634.2
20.0,M,95.0,Annual,13.0,Cheap,P10,Diesel,Private+trip to office,Opened collective parking,Center,421.0
63.0,M,50.0,Annual,9.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,South West,326.5
29.0,M,95.0,Half-yearly,8.0,Cheap,P10,Diesel,Private+trip to office,Street,Center,961.4
43.0,M,50.0,Annual,7.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,294.7
37.0,M,50.0,Quarterly,7.0,Medium,P14,Diesel,Private+trip to office,Opened collective parking,Center,498.0
48.0,M,51.0,Quarterly,2.0,Expensive,P16,Regular,Private+trip to office,Closed zbox,Paris area,2161.6
46.0,F,50.0,Monthly,18.0,Cheap,P5,Regular,Private+trip to office,Closed collective parking,Center,134.4
60.0,M,50.0,Half-yearly,9.0,Medium low,P13,Diesel,Private+trip to office,Opened collective parking,Center,515.2
42.0,M,76.0,Half-yearly,16.0,Cheap,P9,Diesel,Private+trip to office,Opened collective parking,Center,263.0
52.0,M,50.0,Annual,6.0,Cheap,P7,Regular,Private+trip to office,Closed zbox,Center,216.5
38.0,M,50.0,Annual,9.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,227.4
49.0,F,85.0,Half-yearly,13.0,Cheap,P9,Regular,Private+trip to office,Street,Center,366.4
24.0,M,90.0,Annual,8.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,393.8
34.0,M,106.0,Quarterly,3.0,Medium,P13,Diesel,Private+trip to office,Closed zbox,Center,1793.6
45.0,F,81.0,Half-yearly,5.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,735.6
48.0,M,50.0,Half-yearly,8.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,277.6
42.0,M,50.0,Half-yearly,10.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,144.8
26.0,F,64.0,Annual,11.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,218.2
48.0,F,50.0,Annual,10.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,South West,204.2
34.0,M,51.0,Half-yearly,4.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,382.4
52.0,M,50.0,Half-yearly,9.0,Expensive,P15,Regular,Private+trip to office,Closed collective parking,Paris area,270.8
34.0,F,50.0,Half-yearly,11.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,242.4
70.0,M,50.0,Half-yearly,3.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,South West,543.0
44.0,M,50.0,Annual,2.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,407.0
31.0,F,57.99999999999999,Annual,6.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,175.6
32.0,M,60.0,Annual,11.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Paris area,254.5
27.0,F,80.0,Half-yearly,13.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Center,250.3
76.0,M,50.0,Annual,5.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,345.9
37.0,F,76.0,Half-yearly,9.0,Cheap,P14,Regular,Private+trip to office,Street,Headquarters,643.4
32.0,M,60.0,Half-yearly,15.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,Headquarters,243.2
30.0,F,76.0,Quarterly,15.0,Cheap,P10,Diesel,Private+trip to office,Opened collective parking,Center,385.5
30.0,M,68.0,Annual,2.0,Cheap,P14,Diesel,Private+trip to office,Closed zbox,South West,907.4
38.0,M,60.0,Half-yearly,0.0,Cheap,P13,Diesel,Professional,Closed collective parking,Headquarters,803.8
54.0,M,68.0,Half-yearly,11.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,South West,241.6
36.0,M,52.0,Half-yearly,3.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,302.0
24.0,M,76.0,Annual,3.0,Cheap,P13,Diesel,Professional,Closed zbox,Headquarters,911.0
42.0,M,50.0,Half-yearly,5.0,Cheap,P11,Diesel,Professional,Closed zbox,Center,467.9
42.0,M,50.0,Half-yearly,5.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,373.1
57.0,M,50.0,Half-yearly,9.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,298.1
36.0,M,50.0,Quarterly,7.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Paris area,405.6
48.0,F,59.0,Annual,9.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,201.5
63.0,M,50.0,Annual,3.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Headquarters,402.3
31.0,M,72.0,Half-yearly,5.0,Medium high,P16,Diesel,Private+trip to office,Closed collective parking,Center,1156.2
30.0,F,64.0,Half-yearly,15.0,Cheap,P10,Regular,Private+trip to office,Street,Center,152.0
26.0,F,90.0,Half-yearly,10.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,379.3
39.0,F,62.0,Quarterly,6.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,333.4
27.0,M,64.0,Annual,8.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Paris area,371.7
26.0,M,100.0,Quarterly,5.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,580.9
31.0,M,67.0,Half-yearly,9.0,Cheap,P12,Diesel,Private+trip to office,Street,Center,704.2
38.0,F,50.0,Half-yearly,7.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Center,271.8
28.0,F,68.0,Annual,0.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,656.6
40.0,F,60.0,Half-yearly,13.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,219.6
28.0,M,100.0,Half-yearly,10.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Center,487.3
36.0,F,51.0,Half-yearly,5.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Paris area,412.4
25.0,M,85.0,Annual,6.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,479.4
32.0,M,56.00000000000001,Half-yearly,16.0,Medium,P12,Diesel,Private+trip to office,Closed zbox,Paris area,255.8
57.0,M,50.0,Half-yearly,5.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Center,452.5
46.0,F,64.0,Quarterly,9.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Center,359.6
26.0,F,85.0,Monthly,6.0,Cheap,P8,Regular,Private+trip to office,Street,Center,419.7
37.0,F,62.0,Annual,0.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,South West,608.0
46.0,F,50.0,Half-yearly,3.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Paris area,328.2
54.0,F,50.0,Annual,10.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Center,158.7
46.0,M,50.0,Annual,8.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,South West,497.5
39.0,F,72.0,Half-yearly,0.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,552.7
65.0,M,50.0,Annual,2.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Headquarters,224.8
48.0,M,50.0,Half-yearly,11.0,Cheap,P13,Regular,Private+trip to office,Street,Paris area,496.4
37.0,F,50.0,Half-yearly,10.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,250.3
54.0,M,57.99999999999999,Annual,11.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,288.5
61.0,M,50.0,Half-yearly,2.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,461.3
50.0,M,50.0,Half-yearly,1.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,506.8
32.0,M,54.0,Half-yearly,11.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,141.9
38.0,M,50.0,Half-yearly,9.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Headquarters,175.1
25.0,F,80.0,Half-yearly,2.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Paris area,959.0
33.0,F,56.00000000000001,Half-yearly,0.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,370.3
54.0,M,85.0,Half-yearly,6.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,South West,505.0
30.0,M,54.0,Half-yearly,7.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,Headquarters,769.0
49.0,M,54.0,Half-yearly,7.0,Cheap,P13,Diesel,Private+trip to office,Street,Paris area,350.0
35.0,M,64.0,Annual,13.0,Cheap,P8,Regular,Private+trip to office,Street,Paris area,153.9
26.0,F,90.0,Half-yearly,15.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,South West,424.3
34.0,M,85.0,Half-yearly,12.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Paris area,346.5
34.0,M,85.0,Monthly,14.0,Cheap,P10,Regular,Private+trip to office,Street,Center,313.9
40.0,M,60.0,Half-yearly,3.0,Cheap,P14,Regular,Private+trip to office,Closed zbox,Paris area,776.5
31.0,M,64.0,Annual,9.0,Cheap,P7,Regular,Private+trip to office,Street,Center,167.9
46.0,M,50.0,Annual,4.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,314.6
23.0,M,90.0,Annual,0.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Center,926.8
36.0,M,56.00000000000001,Half-yearly,10.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,181.2
20.0,M,95.0,Annual,4.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,South West,744.3
39.0,F,80.0,Annual,15.0,Cheap,P8,Regular,Private+trip to office,Street,Headquarters,255.4
55.0,M,50.0,Half-yearly,11.0,Medium,P13,Diesel,Private+trip to office,Opened collective parking,Paris area,394.4
49.0,M,50.0,Annual,7.0,Medium high,P13,Diesel,Private+trip to office,Closed zbox,South West,482.2
45.0,M,50.0,Annual,4.0,Expensive,P14,Diesel,Private+trip to office,Closed collective parking,Headquarters,727.8
66.0,M,50.0,Annual,4.0,Medium,P15,Regular,Private+trip to office,Closed zbox,Center,489.8
26.0,M,112.0,Half-yearly,13.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Center,612.3
46.0,M,80.0,Half-yearly,10.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,676.4
33.0,F,71.0,Half-yearly,10.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Center,225.6
32.0,M,60.0,Half-yearly,7.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,300.6
39.0,F,50.0,Half-yearly,15.0,Cheap,P11,Regular,Private+trip to office,Street,Center,211.5
41.0,F,50.0,Half-yearly,1.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,470.1
34.0,F,76.0,Half-yearly,10.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Headquarters,318.4
39.0,M,54.0,Half-yearly,11.0,Medium high,P14,Regular,Private+trip to office,Closed collective parking,Center,283.4
40.0,M,68.0,Half-yearly,7.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,412.6
